Risk & Identity — Quarterly Performance
prepared_by=r.oyelaran; basis=verified-only; generated=2026-08-30; disclosure=small-counts-suppressed-as-zero
,,,,,,(major units per Ccy),(major units per Ccy),(major units per Ccy),(major units per Ccy),count,count,count,
Merchant Code,Merchant (legal),Agreement No.,Tier,KYC,Quarter,Ccy,Active accts (verified only),Gross (net of refunds & fees),Platform fees,Refund value,Net revenue,Settled txns,Refunds,Chargebacks,Tax ID
RI00077,Cobalt Systems W.L.L.,CTR-00077-1,Tier 2,verified,FY26Q1,BHD,29,24210.923,373.280,301.112,24100.681,721,17,1,TX877483724
RI00077,Cobalt Systems W.L.L.,CTR-00077-1,Tier 2,verified,FY26Q2,BHD,26,87422.545,1547.461,998.652,87271.398,1653,46,9,TX877483724
RI00077,Cobalt Systems W.L.L.,CTR-00077-1,Tier 2,verified,FY26Q3,BHD,24,11867.291,337.339,382.653,11829.781,362,5,2,TX877483724
RI00078,Meridian Holdings Ltd,CTR-00078-1,Tier 3,verified,FY25Q2,GBP,40,62230.942,836.279,2267.101,62087.206,581,18,1,TX588355972
RI00078,Meridian Holdings Ltd,CTR-00078-1,Tier 3,verified,FY25Q3,GBP,41,59660.076,1823.896,2964.636,59607.228,608,18,2,TX588355972
RI00078,Meridian Holdings Ltd,CTR-00078-1,Tier 3,verified,FY25Q4,GBP,34,146154.709,2173.190,4713.681,145525.708,1226,52,4,TX588355972
RI00078,Meridian Holdings Ltd,CTR-00078-1,Tier 3,verified,FY26Q1,GBP,30,66495.472,1652.746,716.190,66228.967,917,33,7,TX588355972
RI00078,Meridian Holdings Ltd,CTR-00078-1,Tier 3,verified,FY26Q2,GBP,30,112410.530,1863.286,1458.224,112269.337,1424,48,4,TX588355972
RI00078,Meridian Holdings Ltd,CTR-00078-1,Tier 3,verified,FY26Q3,GBP,28,110703.836,2979.215,4539.756,110595.071,1007,24,4,TX588355972
RI00079,Ironwood Group Inc.,CTR-00079-1,Tier 3,verified,FY25Q2,USD,3,7213.509,117.964,378.563,7199.862,83,3,0,TX655007165
RI00079,Ironwood Group Inc.,CTR-00079-1,Tier 3,verified,FY25Q3,USD,3,9199.435,234.344,249.837,9179.874,76,2,0,TX655007165
RI00079,Ironwood Group Inc.,CTR-00079-1,Tier 3,verified,FY25Q4,USD,1,8725.391,127.131,293.590,8679.843,64,2,0,TX655007165
RI00079,Ironwood Group Inc.,CTR-00079-1,Tier 3,verified,FY26Q1,USD,1,8213.542,152.998,426.460,8173.798,75,3,0,TX655007165
RI00079,Ironwood Group Inc.,CTR-00079-1,Tier 3,verified,FY26Q2,USD,2,4381.563,80.063,193.174,4358.708,50,2,0,TX655007165
RI00079,Ironwood Group Inc.,CTR-00079-1,Tier 3,verified,FY26Q3,USD,3,2184.999,31.421,44.080,2176.070,25,0,0,TX655007165
RI00083,Ironwood Holdings K.K.,CTR-00083-1,Tier 2,verified,FY25Q2,JPY,61,45946254.538,1001039.332,1412094.130,45918689.687,2630,32,2,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-1,Tier 2,verified,FY25Q3,JPY,58,16088892.185,445935.743,229673.672,15989143.400,1089,28,3,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-1,Tier 2,verified,FY25Q4,JPY,50,33831786.069,710175.703,615251.228,33685532.063,2665,100,n/a,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-1,Tier 2,verified,FY26Q1,JPY,59,26454403.262,627431.777,558331.361,26437819.162,2432,107,9,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-1,Tier 2,verified,FY26Q2,JPY,55,30400001.088,865852.926,450370.386,30354646.887,2518,71,7,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-1,Tier 2,verified,FY26Q3,JPY,59,56067757.018,1339301.362,1593001.620,56018196.968,3358,139,17,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-2,Tier 2,verified,FY25Q2,GBP,41,52871.833,934.228,1148.551,52805.338,452,9,3,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-2,Tier 2,verified,FY25Q3,GBP,30,189962.578,4910.570,6379.716,189572.147,1724,32,13,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-2,Tier 2,verified,FY25Q4,GBP,27,194311.930,5594.829,6544.505,193289.996,1632,52,4,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-2,Tier 2,verified,FY26Q1,GBP,25,189388.029,3900.762,7781.417,188847.150,1685,29,9,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-2,Tier 2,verified,FY26Q2,GBP,29,166529.710,4374.006,5467.508,165771.314,1844,37,13,TX243847658
RI00083,Ironwood Holdings K.K.,CTR-00083-2,Tier 2,verified,FY26Q3,GBP,25,145110.296,3226.032,4556.197,144685.255,1425,29,10,TX243847658
RI00084,Aurelian Retail W.L.L.,CTR-00084-1,Tier 1,verified,FY25Q2,BHD,69,62478.403,1342.914,2007.788,62379.001,1910,62,14,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-1,Tier 1,verified,FY25Q3,BHD,69,180779.429,2986.338,8901.215,180170.601,4085,138,-,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-1,Tier 1,verified,FY25Q4,BHD,75,100149.328,2405.173,2018.254,99667.248,1722,23,7,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-1,Tier 1,verified,FY26Q1,BHD,78,234081.073,3493.028,3324.399,232777.812,3995,88,12,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-1,Tier 1,verified,FY26Q2,BHD,75,62808.231,1896.893,3283.868,62504.320,1243,58,7,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-1,Tier 1,verified,FY26Q3,BHD,79,161915.589,4796.498,2178.691,161623.408,3878,109,6,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-2,Tier 3,verified,FY25Q2,JPY,10,2874177.266,44560.888,92132.646,2871979.330,163,5,1,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-2,Tier 3,verified,FY25Q3,JPY,10,2373634.902,36320.922,94935.376,2366245.473,139,1,-,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-2,Tier 3,verified,FY25Q4,JPY,11,4115107.154,97138.657,143747.789,4108529.604,412,9,0,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-2,Tier 3,verified,FY26Q1,JPY,8,1727317.016,27506.193,42967.191,1724512.463,161,2,0,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-2,Tier 3,verified,FY26Q2,JPY,11,6754261.841,164033.106,307833.053,6717191.804,455,6,n/a,TX570460803
RI00084,Aurelian Retail W.L.L.,CTR-00084-2,Tier 3,verified,FY26Q3,JPY,9,3066988.738,52895.799,105469.063,3050410.420,218,9,0,TX570460803
RI00085,Cinder Exchange Ltd,CTR-00085-1,Bespoke,verified,FY25Q2,GBP,TBC,457440.062,11264.584,21059.874,456808.266,6678,143,41,TX171756106
RI00085,Cinder Exchange Ltd,CTR-00085-1,Bespoke,verified,FY25Q3,GBP,164,922396.890,19888.111,37424.919,917929.413,7840,371,38,TX171756106
RI00085,Cinder Exchange Ltd,CTR-00085-1,Bespoke,verified,FY25Q4,GBP,172,818607.483,12974.419,39184.488,813705.068,8684,122,39,TX171756106
RI00085,Cinder Exchange Ltd,CTR-00085-1,Bespoke,verified,FY26Q1,GBP,180,276133.767,3659.534,12969.387,275027.124,2875,96,9,TX171756106
RI00085,Cinder Exchange Ltd,CTR-00085-1,Bespoke,verified,FY26Q2,GBP,171,236068.546,6374.221,4620.075,234628.170,3139,43,8,TX171756106
RI00085,Cinder Exchange Ltd,CTR-00085-1,Bespoke,verified,FY26Q3,GBP,190,499235.890,15123.485,21934.416,498485.079,6399,171,41,TX171756106
RI00086,Cinder Markets Inc.,CTR-00086-1,Tier 2,verified,FY25Q2,USD,42,70834.117,1750.262,956.025,70601.729,609,13,3,TX496897840
RI00086,Cinder Markets Inc.,CTR-00086-1,Tier 2,verified,FY25Q3,USD,43,43667.253,993.478,1121.669,43393.474,475,8,1,TX496897840
RI00086,Cinder Markets Inc.,CTR-00086-1,Tier 2,verified,FY25Q4,USD,39,109955.655,2155.762,5689.799,109306.570,988,34,5,TX496897840
RI00086,Cinder Markets Inc.,CTR-00086-1,Tier 2,verified,FY26Q1,USD,38,112950.666,3279.554,1316.524,112706.169,1049,26,8,TX496897840
RI00086,Cinder Markets Inc.,CTR-00086-1,Tier 2,verified,FY26Q2,USD,37,328096.149,6429.235,7455.176,326331.529,2140,50,11,TX496897840
RI00086,Cinder Markets Inc.,CTR-00086-1,Tier 2,verified,FY26Q3,USD,40,207144.322,3662.458,4631.932,206241.634,1894,27,13,TX496897840
RI00087,Northgate Logistics K.K.,CTR-00087-2,Bespoke,verified,FY25Q2,USD,30,142407.070,3269.779,3628.111,142020.370,1120,43,4,TX793412479
RI00087,Northgate Logistics K.K.,CTR-00087-2,Bespoke,verified,FY25Q3,USD,23,72970.520,2079.648,1127.428,72650.574,473,14,3,TX793412479
RI00087,Northgate Logistics K.K.,CTR-00087-2,Bespoke,verified,FY25Q4,USD,25,42431.752,992.978,1710.630,42294.541,480,23,3,TX793412479
RI00087,Northgate Logistics K.K.,CTR-00087-2,Bespoke,verified,FY26Q1,USD,34,210403.413,3169.588,6537.275,209131.176,1541,18,11,TX793412479
RI00087,Northgate Logistics K.K.,CTR-00087-2,Bespoke,verified,FY26Q2,USD,35,155786.929,2777.323,1974.628,155571.807,1724,23,9,TX793412479
RI00087,Northgate Logistics K.K.,CTR-00087-2,Bespoke,verified,FY26Q3,USD,29,244719.495,5680.143,12569.946,244119.924,1642,33,10,TX793412479
Note: counts below 5 are suppressed and shown as 0 per disclosure policy.
Prepared from the Q-close extract. Query any variance with Risk & Identity.
